_dewptm,_fog,_hail,_hum,_precipm,_pressurem,_rain,_snow,_tempm,_thunder,_tornado,_wdird
19,0,0,41,,1003,0,0,34,0,0,0
15,0,0,36,,1003,0,0,32,0,0,100
16,0,0,38,,1004,0,0,32,0,0,100
17,0,0,43,,1004,0,0,31,0,0,80
17,0,0,43,,1004,0,0,31,0,0,0
18,0,0,46,,1004,0,0,31,0,0,0
18,0,0,46,,1003,0,0,31,0,0,100
17,0,0,45,,1003,0,0,30,0,0,80
14,0,0,40,,1003,1,0,29,0,0,80
15,0,0,45,,1005,0,0,28,0,0,90
16,0,0,48,,1005,1,0,28,0,0,90
15,0,0,42,,1006,0,0,29,0,0,100
14,0,0,42,,1007,0,0,28,0,0,120
14,0,0,40,,1007,0,0,29,0,0,130
16,0,0,43,,1007,0,0,30,0,0,190
17,0,0,40,,1006,0,0,32,0,0,160
18,0,0,41,,1005,0,0,33,0,0,240
17,0,0,36,,1004,0,0,34,0,0,210
18,0,0,38,,1004,0,0,34,0,0,300
16,0,0,34,,1002,0,0,34,0,0,220
17,0,0,36,,1002,0,0,34,0,0,210
17,0,0,36,,1002,0,0,34,0,0,0
17,0,0,38,,1002,0,0,33,0,0,160
18,0,0,43,,1003,0,0,32,0,0,90
17,0,0,43,,1004,0,0,31,0,0,100
16,0,0,40,,1004,0,0,31,0,0,120
17,0,0,45,,1004,0,0,30,0,0,180
17,0,0,45,,1004,0,0,30,0,0,170
16,0,0,43,,1004,0,0,30,0,0,120
16,0,0,43,,1004,0,0,30,0,0,180
17,0,0,43,,1003,0,0,31,0,0,170
17,0,0,45,,1003,0,0,30,0,0,170
17,0,0,45,,1003,0,0,30,0,0,160
17,0,0,48,,1004,0,0,29,0,0,130
18,0,0,48,,1005,0,0,30,0,0,0
16,0,0,38,,1005,0,0,32,0,0,220
15,0,0,34,,1006,0,0,33,0,0,260
16,0,0,34,,1006,0,0,34,0,0,270
17,0,0,34,,1006,0,0,35,0,0,310
17,0,0,32,,1006,0,0,36,0,0,300
15,0,0,32,,1006,0,0,34,0,0,60
13,0,0,31,,1006,0,0,32,0,0,80
14,0,0,31,,1005,0,0,33,0,0,70
15,0,0,38,,1005,0,0,31,0,0,50
15,0,0,40,,1005,0,0,30,0,0,80
16,0,0,43,,1004,0,0,30,0,0,90
16,0,0,43,,1005,0,0,30,0,0,90
16,0,0,45,,1006,0,0,29,0,0,100
14,0,0,40,,1006,0,0,29,0,0,120
15,0,0,40,,1006,0,0,30,0,0,110
16,0,0,45,,1006,0,0,29,0,0,110
16,0,0,45,,1007,0,0,29,0,0,150
15,0,0,42,,1006,0,0,29,0,0,150
16,0,0,45,,1006,0,0,29,0,0,150
17,0,0,48,,1006,0,0,29,0,0,0
17,0,0,48,,1006,0,0,29,0,0,160
16,0,0,45,,1005,0,0,29,0,0,160
16,0,0,45,,1006,0,0,29,0,0,180
16,0,0,43,,1006,0,0,30,0,0,200
15,0,0,36,,1007,0,0,32,0,0,230
13,0,0,29,,1007,0,0,33,0,0,230
13,0,0,28,,1008,0,0,34,0,0,270
13,0,0,26,,1008,0,0,35,0,0,250
14,0,0,27,,1007,0,0,36,0,0,310
14,0,0,25,,1007,0,0,37,0,0,280
16,0,0,29,,1006,0,0,37,0,0,30
16,0,0,29,,1005,0,0,37,0,1,40
16,0,0,29,,1004,0,0,37,0,0,20
16,0,0,30,,1004,0,0,36,0,0,60
13,0,0,33,,1006,0,0,31,0,0,90
15,0,0,38,,1006,0,0,31,0,0,140
15,0,0,38,,1006,0,0,31,0,0,130
16,0,0,40,,1006,0,0,31,0,0,140
16,0,0,43,,1006,0,0,30,0,0,140
16,0,0,43,,1005,0,0,30,0,0,160
18,0,0,48,,1005,0,0,30,0,0,0
16,0,0,43,,1005,0,0,30,0,0,130
17,0,0,45,,1006,0,0,30,0,0,90
16,0,0,45,,1006,0,0,29,0,0,80
16,0,0,43,,1007,0,0,30,0,0,90
17,0,0,43,,1007,0,0,31,0,0,120
17,0,0,40,,1007,0,0,32,0,0,130
17,0,0,36,,1007,0,0,34,0,0,150
16,0,0,34,,1006,0,0,34,0,0,150
16,0,0,34,,1005,0,0,34,0,0,110
17,0,0,32,,1003,0,0,36,0,0,50
,0,0,N/A,,1002,0,0,,0,0,0
17,0,0,36,,1002,0,0,34,0,0,90
17,0,0,43,,1004,0,0,31,0,0,140
19,0,0,49,,1003,0,0,31,0,0,0
19,0,0,49,,1003,0,0,31,0,0,0
19,0,0,49,,1002,0,0,31,0,0,0
18,0,0,46,,1002,0,0,31,0,0,0
11,0,0,24,,1003,0,0,34,0,0,260
12,0,0,25,,1003,0,0,35,0,0,270
13,0,0,25,,1003,0,0,36,0,0,300
13,0,0,22,,1003,0,0,38,0,0,300
13,0,0,22,,1002,0,0,38,0,0,280
13,0,0,22,,1001,0,0,38,0,0,320
13,0,0,22,,1000,0,0,38,0,0,300
13,0,0,22,,999,0,0,38,0,0,290
14,0,0,24,,999,0,0,38,0,0,290
14,0,0,25,,999,0,0,37,0,0,320
15,0,0,28,,1001,0,0,36,0,0,310
16,0,0,32,,1001,0,0,35,0,0,0
18,0,0,41,,1002,0,0,33,0,0,70
17,0,0,40,,1002,0,0,32,0,0,120
18,0,0,43,,1002,0,0,32,0,0,90
18,0,0,43,,1002,0,0,32,0,0,0
14,0,0,33,,1001,0,0,32,0,0,250
14,0,0,33,,1001,0,0,32,0,0,270
13,0,0,31,,1001,0,0,32,0,0,280
13,0,0,33,,1001,0,0,31,0,0,230
13,0,0,33,,1002,0,0,31,0,0,270
13,0,0,33,,1003,0,0,31,0,0,290
13,0,0,29,,1003,0,0,33,0,0,250
11,0,0,24,,1004,0,0,34,0,0,280
12,0,0,25,,1004,0,0,35,0,0,300
13,0,0,24,,1004,0,0,37,0,0,280
13,0,0,24,,1004,0,0,37,0,0,300
12,0,0,21,,1003,0,0,38,0,0,290
13,0,0,22,,1003,0,0,38,0,0,300
14,0,0,24,,1002,0,0,38,0,0,310
13,0,0,21,,1001,0,0,39,0,0,270
13,0,0,22,,1001,0,0,38,0,0,260
13,0,0,22,,1001,0,0,38,0,0,300
14,0,0,25,,1001,0,0,37,0,0,260
14,0,0,27,,1002,0,0,36,0,0,290
16,0,0,32,,1003,0,0,35,0,0,0
17,0,0,34,,1004,0,0,35,0,0,0
17,0,0,36,,1004,0,0,34,0,0,0
17,0,0,36,,1004,0,0,34,0,0,0
17,0,0,38,,1004,0,0,33,0,0,0
16,0,0,38,,1003,0,0,32,0,0,230
15,0,0,36,,1003,0,0,32,0,0,250
14,0,0,35,,1003,0,0,31,0,0,250
13,0,0,33,,1003,0,0,31,0,0,280
11,0,0,29,,1004,0,0,31,0,0,260
11,0,0,29,,1005,0,0,31,0,0,240
12,0,0,29,,1005,0,0,32,0,0,240
11,0,0,26,,1006,0,0,33,0,0,260
11,0,0,23,,1006,0,0,35,0,0,270
11,0,0,22,,1006,0,0,36,0,0,290
13,0,0,24,,1005,0,0,37,0,0,290
13,0,0,24,,1005,0,0,37,0,0,310
12,0,0,21,,1004,0,0,38,0,0,250
12,0,0,20,,1003,0,0,39,0,0,260
13,0,0,22,,1003,0,0,38,0,0,280
13,0,0,22,,1002,0,0,38,0,0,260
15,0,0,28,,1003,0,0,36,0,0,320
15,0,0,30,,1004,0,0,35,0,0,330
17,0,0,36,,1004,0,0,34,0,0,0
17,0,0,38,,1004,0,0,33,0,0,0
17,0,0,38,,1004,0,0,33,0,0,0
16,0,0,38,,1004,0,0,32,0,0,220
16,0,0,40,,1003,0,0,31,0,0,200
14,0,0,35,,1003,0,0,31,0,0,240
11,0,0,31,,1004,0,0,30,0,0,250
11,0,0,29,,1004,0,0,31,0,0,240
12,0,0,33,,1005,0,0,30,0,0,240
12,0,0,31,,1005,0,0,31,0,0,240
11,0,0,26,,1005,0,0,33,0,0,260
11,0,0,22,,1005,0,0,36,0,0,250
12,0,0,23,,1005,0,0,36,0,0,270
13,0,0,24,,1004,0,0,37,0,0,280
13,0,0,22,,1003,0,0,38,0,0,280
13,0,0,22,,1002,0,0,38,0,0,260
13,0,0,21,,1002,0,0,39,0,0,240
12,0,0,21,,1001,0,0,38,0,0,260
13,0,0,24,,1001,0,0,37,0,0,300
14,0,0,27,,1001,0,0,36,0,0,270
14,0,0,27,,1001,0,0,36,0,0,250
15,0,0,30,,1002,0,0,35,0,0,0
17,0,0,38,,1002,0,0,33,0,0,0
17,0,0,40,,1002,0,0,32,0,0,0
16,0,0,38,,1002,0,0,32,0,0,160
13,0,0,31,,1002,0,0,32,0,0,240
11,0,0,26,,1001,0,0,33,0,0,260
11,0,0,26,,1001,0,0,33,0,0,260
12,0,0,29,,1001,0,0,32,0,0,250
12,0,0,31,,1001,0,0,31,0,0,270
13,0,0,35,,1002,0,0,30,0,0,250
13,0,0,35,,1002,0,0,30,0,0,240
11,0,0,27,,1003,0,0,32,0,0,260
11,0,0,24,,1003,0,0,34,0,0,260
12,0,0,25,,1003,0,0,35,0,0,250
11,0,0,22,,1003,0,0,36,0,0,260
21,0,0,39,,1003,0,0,37,0,0,300
21,0,0,39,,1002,0,0,37,0,0,290
20,0,0,35,,1001,0,0,38,0,0,280
21,0,0,37,,1000,0,0,38,0,0,280
19,0,0,31,,999,0,0,39,0,0,250
20,0,0,35,,998,0,0,38,0,0,280
20,0,0,35,,998,0,0,38,0,0,270
20,0,0,37,,999,0,0,37,0,0,280
21,0,0,41,,1000,0,0,36,0,0,240
21,0,0,44,,1000,0,0,35,0,0,230
21,0,0,44,,1001,0,0,35,0,0,200
21,0,0,46,,1001,0,0,34,0,0,230
21,0,0,49,,1001,0,0,33,0,0,260
21,0,0,52,,1001,0,0,32,0,0,320
20,0,0,49,,1001,0,0,32,0,0,290
21,0,0,55,,1001,0,0,31,0,0,260
20,0,0,52,,1001,0,0,31,0,0,270
21,0,0,58,,1001,0,0,30,0,0,220
20,0,0,55,,1002,0,0,30,0,0,240
20,0,0,55,,1002,0,0,30,0,0,240
21,0,0,52,,1003,0,0,32,0,0,250
21,0,0,46,,1003,0,0,34,0,0,280
20,0,0,41,,1004,0,0,35,0,0,280
20,0,0,39,,1003,0,0,36,0,0,250
21,0,0,39,,1003,0,0,37,0,0,200
20,0,0,37,,1003,0,0,37,0,0,280
19,0,0,33,,1002,0,0,38,0,0,270
19,0,0,33,,1002,0,0,38,0,0,220
20,0,0,35,,1001,0,0,38,0,0,270
21,0,0,37,,1001,0,0,38,0,0,290
22,0,0,42,,1001,0,0,37,0,0,20
23,0,0,49,,1001,0,0,35,0,0,20
22,0,0,49,,1002,0,0,34,0,0,0
23,0,0,52,,1003,0,0,34,0,0,0
23,0,0,52,,1004,0,0,34,0,0,40
24,0,0,59,,1004,0,0,33,0,0,0
23,0,0,55,,1004,0,0,33,0,0,0
23,0,0,55,,1005,0,0,33,0,0,0
23,0,0,59,,1004,0,0,32,0,0,0
22,0,0,83,,1005,1,0,25,0,0,70
22,0,0,78,,1005,0,0,26,0,0,0
23,0,0,79,,1005,0,0,27,0,0,0
23,0,0,74,,1006,0,0,28,0,0,0
23,0,0,70,,1006,0,0,29,0,0,130
22,0,0,58,,1007,0,0,31,0,0,0
22,0,0,49,,1006,0,0,34,0,0,260
20,0,0,39,,1005,0,0,36,0,0,310
21,0,0,39,,1005,0,0,37,0,0,340
22,0,0,42,,1004,0,0,37,0,0,330
21,0,0,39,,1003,0,0,37,0,0,20
20,0,0,37,,1002,0,0,37,0,0,340
21,0,0,41,,1002,0,0,36,0,0,350
22,0,0,47,,1002,0,0,35,0,0,0
22,0,0,49,,1002,0,0,34,0,0,0
23,0,0,52,,1003,0,0,34,0,0,0
23,0,0,55,,1003,0,0,33,0,0,170
23,0,0,55,,1005,0,0,33,0,0,260
24,0,0,62,,1005,0,0,32,0,0,0
23,0,0,59,,1005,0,0,32,0,0,0
22,0,0,58,,1004,0,0,31,0,0,0
23,0,0,62,,1003,0,0,31,0,0,0
23,0,0,66,,1003,0,0,30,0,0,0
23,0,0,66,,1004,0,0,30,0,0,0
23,0,0,70,,1004,0,0,29,0,0,0
22,0,0,66,,1004,0,0,29,0,0,250
22,0,0,62,,1005,0,0,30,0,0,250
21,0,0,52,,1005,0,0,32,0,0,270
21,0,0,46,,1006,0,0,34,0,0,280
21,0,0,44,,1005,0,0,35,0,0,260
20,0,0,39,,1005,0,0,36,0,0,290
20,0,0,37,,1004,0,0,37,0,0,330
20,0,0,37,,1003,0,0,37,0,0,310
20,0,0,37,,1002,0,0,37,0,0,310
20,0,0,37,,1001,0,0,37,0,0,300
19,0,0,35,,1001,0,0,37,0,0,300
20,0,0,37,,1000,0,0,37,0,0,300
22,0,0,47,,1001,0,0,35,0,0,360
23,0,0,49,,1002,0,0,35,0,0,0
22,0,0,49,,1002,0,0,34,0,0,0
23,0,0,55,,1003,0,0,33,0,0,0
23,0,0,55,,1003,0,0,33,0,0,0
23,0,0,59,,1004,0,0,32,0,0,0
24,0,0,62,,1004,0,0,32,0,0,0
24,0,0,66,,1004,0,0,31,0,0,0
24,0,0,66,,1004,0,0,31,0,0,0
24,0,0,66,,1004,0,0,31,0,0,0
24,0,0,70,,1004,0,0,30,0,0,0
23,0,0,66,,1004,0,0,30,0,0,240
24,0,0,66,,1014,0,0,31,0,0,0
23,0,0,59,,1005,0,0,32,0,0,260
23,0,0,55,,1005,0,0,33,0,0,240
22,0,0,47,,1005,0,0,35,0,0,240
21,0,0,41,,1006,0,0,36,0,0,250
20,0,0,35,,1006,0,0,38,0,0,280
20,0,0,35,,1005,0,0,38,0,0,290
22,0,0,42,,1004,0,0,37,0,0,320
21,0,0,39,,1004,0,0,37,0,0,300
21,0,0,39,,1003,0,0,37,0,0,310
20,0,0,37,,1002,0,0,37,0,0,300
19,0,0,35,,1002,0,0,37,0,0,280
19,0,0,37,,1003,0,0,36,0,0,320
21,0,0,44,,1004,0,0,35,0,0,290
20,0,0,44,,1005,0,0,34,0,0,330
21,0,0,49,,1005,0,0,33,0,0,330
21,0,0,52,,1006,0,0,32,0,0,0
21,0,0,55,,1005,0,0,31,0,0,0
21,0,0,55,,1005,0,0,31,0,0,0
21,0,0,55,,1005,0,0,31,0,0,0
21,0,0,55,,1004,0,0,31,0,0,0
21,0,0,58,,1004,0,0,30,0,0,0
21,0,0,58,,1005,0,0,30,0,0,0
21,0,0,58,,1005,0,0,30,0,0,280
20,0,0,55,,1006,0,0,30,0,0,290
19,0,0,51,,1006,0,0,30,0,0,280
19,0,0,46,,1006,0,0,32,0,0,320
19,0,0,43,,1007,0,0,33,0,0,330
18,0,0,34,,1006,0,0,36,0,0,290
19,0,0,37,,1006,0,0,36,0,0,0
18,0,0,32,,1005,0,0,37,0,0,280
19,0,0,33,,1004,0,0,38,0,0,280
19,0,0,35,,1003,0,0,37,0,0,300
18,0,0,31,,1002,0,0,38,0,0,300
18,0,0,32,,1002,0,0,37,0,0,310
19,0,0,35,,1002,0,0,37,0,0,350
20,0,0,39,,1003,0,0,36,0,0,310
21,0,0,46,,1004,0,0,34,0,0,270
20,0,0,46,,1004,0,0,33,0,0,240
20,0,0,46,,1004,0,0,33,0,0,0
21,0,0,52,,1004,0,0,32,0,0,0
21,0,0,55,,1004,0,0,31,0,0,210
21,0,0,55,,1004,0,0,31,0,0,230
20,0,0,52,,1004,0,0,31,0,0,230
20,0,0,55,,1004,0,0,30,0,0,0
21,0,0,58,,1004,0,0,30,0,0,0
21,0,0,58,,1005,0,0,30,0,0,250
21,0,0,58,,1005,0,0,30,0,0,230
21,0,0,55,,1005,0,0,31,0,0,270
24,0,0,59,,1006,0,0,33,0,0,0
21,0,0,39,,1006,0,0,37,0,0,0
21,0,0,39,,1006,0,0,37,0,0,0
21,0,0,39,,1005,0,0,37,0,0,0
20,0,0,37,,1004,0,0,37,0,0,270
19,0,0,33,,1003,0,0,38,0,0,300
19,0,0,35,,1002,0,0,37,0,0,290
19,0,0,33,,1001,0,0,38,0,0,340
19,0,0,33,,1001,0,0,38,0,0,320
19,0,0,35,,1001,0,0,37,0,0,340
19,0,0,35,,1002,0,0,37,0,0,330
21,0,0,44,,1002,0,0,35,0,0,0
22,0,0,49,,1003,0,0,34,0,0,0
23,0,0,59,,1003,0,0,32,0,0,140
23,0,0,59,,1004,0,0,32,0,0,0
22,0,0,58,,1004,0,0,31,0,0,100
22,0,0,58,,1003,0,0,31,0,0,0
22,0,0,58,,1003,0,0,31,0,0,0
22,0,0,62,,1002,0,0,30,0,0,0
22,0,0,62,,1002,0,0,30,0,0,0
22,0,0,62,,1002,0,0,30,0,0,0
23,0,0,66,,1003,0,0,30,0,0,0
22,0,0,58,,1004,0,0,31,0,0,0
23,0,0,55,,1005,0,0,33,0,0,0
22,0,0,49,,1005,0,0,34,0,0,0
22,0,0,47,,1005,0,0,35,0,0,220
21,0,0,41,,1005,0,0,36,0,0,270
20,0,0,39,,1004,0,0,36,0,0,300
21,0,0,44,,1003,0,0,35,0,0,100
21,0,0,52,,1003,0,0,32,0,0,170
19,0,0,39,,1001,0,0,35,0,0,300
23,0,0,47,,1001,0,0,36,0,0,60
21,0,0,44,,1001,0,0,35,0,0,80
21,0,0,46,,1002,0,0,34,0,0,110
21,0,0,49,,1002,0,0,33,0,0,120
21,0,0,55,,1003,0,0,31,0,0,120
22,0,0,58,,1003,0,0,31,0,0,130
22,0,0,62,,1004,0,0,30,0,0,140
21,0,0,62,,1004,0,0,29,0,0,140
21,0,0,62,,1004,0,0,29,0,0,90
21,0,0,66,,1004,0,0,28,0,0,100
21,0,0,62,,1004,0,0,29,0,0,110
21,0,0,70,,1004,0,0,27,0,0,80
21,0,0,66,,1004,0,0,28,0,0,90
20,0,0,58,,1005,0,0,29,0,0,120
21,0,0,58,,1005,0,0,30,0,0,120
21,0,0,55,,1006,0,0,31,0,0,110
21,0,0,49,,1006,0,0,33,0,0,150
22,0,0,49,,1006,0,0,34,0,0,180
22,0,0,44,,1005,0,0,36,0,0,230
22,0,0,42,,1004,0,0,37,0,0,70
23,0,0,47,,1003,0,0,36,0,0,90
22,0,0,47,,1002,0,0,35,0,0,100
23,0,0,52,,1002,0,0,34,0,0,110
21,0,0,52,,1003,0,0,32,0,0,240
23,0,0,59,,1003,0,0,32,0,0,150
23,0,0,59,,1003,0,0,32,0,0,160
21,0,0,55,,1004,0,0,31,0,0,160
21,0,0,58,,1004,0,0,30,0,0,160
22,0,0,62,,1005,0,0,30,0,0,140
22,0,0,66,,1005,0,0,29,0,0,200
22,0,0,66,,1005,0,0,29,0,0,210
23,0,0,70,,1004,0,0,29,0,0,0
23,0,0,70,,1004,0,0,29,0,0,0
22,0,0,66,,1004,0,0,29,0,0,0
22,0,0,66,,1003,0,0,29,0,0,0
22,0,0,66,,1004,0,0,29,0,0,0
21,0,0,62,,1004,0,0,29,0,0,180
22,0,0,58,,1004,0,0,31,0,0,200
21,0,0,52,,1005,0,0,32,0,0,220
23,0,0,52,,1005,0,0,34,0,0,240
23,0,0,49,,1005,0,0,35,0,0,350
23,0,0,44,,1004,0,0,37,0,0,0
23,0,0,52,,1002,0,0,34,0,0,90
23,0,0,59,,1002,0,0,32,0,0,120
23,0,0,66,,1002,0,0,30,0,0,160
22,0,0,62,,1002,0,0,30,0,0,100
22,0,0,62,,1003,0,0,30,0,0,130
23,0,0,70,,1005,0,0,29,0,0,120
,0,0,N/A,,-9999,0,0,,0,0,240
21,0,0,62,,1005,0,0,29,0,0,220
22,0,0,66,,1005,0,0,29,0,0,0
21,0,0,66,,1005,0,0,28,0,0,0
22,0,0,70,,1004,0,0,28,0,0,0
22,0,0,70,,1004,0,0,28,0,0,0
22,0,0,70,,1004,0,0,28,0,0,0
23,0,0,74,,1004,0,0,28,0,0,0
23,0,0,74,,1005,0,0,28,0,0,0
23,0,0,74,,1005,0,0,28,0,0,100
22,0,0,62,,1006,0,0,30,0,0,120
23,0,0,62,,1006,0,0,31,0,0,130
22,0,0,52,,1007,0,0,33,0,0,110
23,0,0,52,,1006,0,0,34,0,0,0
23,0,0,52,,1006,0,0,34,0,0,0
23,0,0,52,,1005,0,0,34,0,0,110
23,0,0,49,,1005,0,0,35,0,0,90
23,0,0,49,,1004,0,0,35,0,0,0
22,0,0,44,,1003,0,0,36,0,0,0
22,0,0,47,,1002,0,0,35,0,0,80
23,0,0,52,,1002,0,0,34,0,0,110
21,0,0,49,,1003,0,0,33,0,0,130
21,0,0,49,,1004,0,0,33,0,0,120
23,0,0,59,,1005,0,0,32,0,0,130
23,0,0,59,,1005,0,0,32,0,0,0
23,0,0,59,,-9999,0,0,32,0,0,0
24,0,0,66,,1005,0,0,31,0,0,0
23,0,0,62,,1005,0,0,31,0,0,0
23,0,0,62,,1004,0,0,31,0,0,0
23,0,0,62,,1004,0,0,31,0,0,0
23,0,0,N/A,,1004,0,0,,0,0,0
24,0,0,70,,1005,0,0,30,0,0,90
28,0,0,84,,1005,0,0,31,0,0,150
24,0,0,66,,1005,0,0,31,0,0,250
24,0,0,62,,-9999,0,0,32,0,0,0
23,0,0,59,,1006,0,0,32,0,0,160
23,0,0,59,,1006,0,0,32,0,0,180
22,0,0,62,,1005,0,0,30,0,0,310
22,0,0,55,,1004,0,0,32,0,0,310
22,0,0,52,,1002,0,0,33,0,0,340
22,0,0,52,,1003,0,0,33,0,0,330
21,0,0,74,,1004,1,0,26,1,0,100
23,0,0,83,,1004,1,0,26,1,0,340
23,0,0,79,,1004,1,0,27,1,0,350
23,0,0,79,,1005,1,0,27,1,0,80
23,0,0,79,,1005,1,0,27,1,0,70
23,0,0,79,,1005,1,0,27,0,0,70
23,0,0,79,,1005,1,0,27,0,0,0
23,0,0,79,,1004,1,0,27,0,0,50
23,0,0,79,,1004,1,0,27,0,0,0
23,0,0,79,,1004,1,0,27,0,0,70
22,0,0,74,,1003,1,0,27,0,0,20
23,0,0,83,,1003,0,0,26,0,0,0
23,0,0,83,,1003,1,0,26,0,0,0
22,0,0,78,,1004,1,0,26,0,0,0
23,0,0,79,,1005,1,0,27,0,0,50
23,0,0,79,,1005,1,0,27,0,0,0
23,0,0,79,,1005,1,0,27,0,0,0
24,0,0,84,,1005,1,0,27,0,0,0
24,0,0,84,,1004,1,0,27,0,0,0
24,0,0,84,,1004,0,0,27,0,0,70
22,0,0,74,,1003,0,0,27,0,0,70
24,0,0,84,,1003,0,0,27,0,0,60
23,0,0,79,,1003,0,0,27,0,0,10
24,0,0,84,,1003,0,0,27,0,0,0
23,0,0,79,,1003,0,0,27,0,0,0
23,0,0,79,,1003,0,0,27,0,0,0
23,0,0,79,,1004,0,0,27,0,0,0
23,0,0,79,,1004,0,0,27,0,0,0
23,0,0,79,,1004,0,0,27,0,0,0
23,0,0,79,,1004,0,0,27,0,0,0
23,0,0,79,,1004,0,0,27,0,0,280
23,0,0,79,,1004,0,0,27,0,0,280
23,0,0,79,,1003,0,0,27,0,0,310
23,0,0,79,,1003,0,0,27,0,0,330
23,0,0,79,,1003,0,0,27,0,0,0
23,0,0,79,,1003,0,0,27,0,0,0
22,0,0,74,,1004,0,0,27,0,0,0
23,0,0,79,,1003,0,0,27,0,0,0
24,0,0,84,,1005,0,0,27,0,0,0
23,0,0,79,,1006,0,0,27,0,0,10
23,0,0,74,,1006,0,0,28,0,0,70
23,0,0,74,,1005,1,0,28,0,0,20
24,0,0,74,,1005,0,0,29,0,0,30
23,0,0,70,,1004,0,0,29,0,0,70
23,0,0,70,,1004,0,0,29,0,0,0
24,0,0,74,,1003,0,0,29,0,0,0
24,0,0,74,,1003,0,0,29,0,0,0
23,0,0,70,,1003,0,0,29,0,0,0
24,0,0,74,,1003,0,0,29,0,0,0
24,0,0,79,,1003,0,0,28,0,0,0
23,0,0,70,,1004,0,0,29,0,0,0
24,0,0,74,,1004,0,0,29,0,0,0
24,0,0,79,,1004,0,0,28,0,0,0
24,0,0,79,,1004,0,0,28,0,0,0
24,0,0,79,,1004,0,0,28,0,0,0
24,0,0,79,,1004,0,0,28,0,0,0
24,0,0,79,,1004,0,0,28,0,0,0
24,0,0,79,,1004,0,0,28,0,0,0
24,0,0,79,,1004,0,0,28,0,0,0
24,0,0,79,,1004,1,0,28,0,0,0
24,1,0,79,,1005,0,0,28,0,0,0
23,0,0,74,,1005,0,0,28,0,0,0
23,0,0,66,,1005,0,0,30,0,0,20
22,0,0,58,,1005,0,0,31,0,0,320
22,0,0,55,,11005,0,0,32,0,0,80
22,0,0,55,,11005,0,0,32,0,0,80
23,0,0,55,,1005,0,0,33,0,0,350
21,0,0,62,,1005,0,0,29,0,0,90
23,0,0,79,,1005,1,0,27,0,0,20
24,0,0,79,,1005,0,0,28,0,0,0
25,0,0,79,,1004,0,0,29,0,0,0
24,0,0,74,,1003,0,0,29,0,0,0
25,0,0,79,,1003,0,0,29,0,0,0
25,0,0,79,,1004,0,0,29,0,0,0
25,0,0,79,,1004,0,0,29,0,0,0
24,0,0,74,,1005,0,0,29,0,0,100
23,0,0,70,,1005,0,0,29,0,0,90
22,0,0,70,,1004,0,0,28,0,0,130
23,0,0,74,,1004,0,0,28,0,0,0
23,0,0,74,,1004,0,0,28,0,0,90
23,0,0,74,,1004,0,0,28,0,0,0
22,0,0,70,,1003,0,0,28,0,0,0
22,0,0,70,,1004,0,0,28,0,0,0
23,0,0,74,,1004,0,0,28,0,0,0
22,0,0,66,,1005,0,0,29,0,0,0
22,0,0,58,,1005,0,0,31,0,0,0
23,0,0,74,,1006,1,0,28,0,0,90
24,0,0,79,,1006,1,0,28,0,0,0
23,0,0,62,,1005,0,0,31,0,0,0
24,0,0,59,,1004,0,0,33,0,0,60
23,0,0,55,,1003,0,0,33,0,0,60
24,0,0,62,,1002,0,0,32,0,0,60
23,0,0,59,,1002,0,0,32,0,0,70
23,0,0,62,,1002,0,0,31,0,0,90
23,0,0,66,,1003,0,0,30,0,0,80
23,0,0,66,,1004,0,0,30,0,0,90
23,0,0,70,,1005,0,0,29,0,0,100
23,0,0,70,,1005,0,0,29,0,0,90
23,0,0,74,,1005,0,0,28,0,0,90
24,0,0,79,,1005,0,0,28,0,0,90
23,0,0,74,,1004,0,0,28,0,0,90
23,0,0,74,,1005,0,0,28,0,0,70
23,0,0,74,,1005,0,0,28,0,0,70
24,0,0,79,,1004,0,0,28,0,0,80
23,0,0,74,,1004,0,0,28,0,0,80
23,0,0,74,,1005,0,0,28,0,0,70
23,0,0,74,,1005,0,0,28,0,0,90
23,0,0,70,,1006,0,0,29,0,0,90
23,0,0,62,,1007,0,0,31,0,0,80
23,0,0,62,,1007,0,0,31,0,0,80
23,0,0,59,,1006,0,0,32,0,0,80
23,0,0,59,,1005,0,0,32,0,0,90
20,0,0,65,,1005,1,0,27,0,0,120
22,0,0,74,,1004,0,0,27,0,0,120
22,0,0,74,,1004,0,0,27,0,0,0
23,0,0,74,,1003,0,0,28,0,0,80
21,0,0,62,,1003,0,0,29,0,0,80
22,0,0,70,,1004,0,0,28,0,0,80
22,0,0,70,,1004,0,0,28,0,0,0
22,0,0,70,,1005,0,0,28,0,0,0
21,0,0,70,,1006,0,0,27,0,0,90
22,0,0,74,,1006,0,0,27,0,0,70
22,0,0,74,,1006,0,0,27,0,0,80
22,0,0,74,,1006,0,0,27,0,0,60
22,0,0,74,,1006,0,0,27,0,0,80
22,0,0,74,,1005,0,0,27,0,0,80
21,0,0,70,,1005,0,0,27,0,0,90
21,0,0,70,,1005,0,0,27,0,0,100
22,0,0,74,,1005,0,0,27,0,0,80
21,0,0,70,,1005,0,0,27,0,0,100
22,0,0,74,,1006,0,0,27,0,0,140
23,0,0,74,,1006,0,0,28,0,0,130
23,0,0,70,,1007,0,0,29,0,0,0
22,0,0,66,,1007,0,0,29,0,0,0
23,0,0,66,,1006,0,0,30,0,0,0
23,0,0,62,,1005,0,0,31,0,0,0
22,0,0,52,,1002,0,0,33,0,0,340
